text,category
ppf contribution via kuvera payment,Investment
paid for office commute,Transport
paid for zepto bread,Grocery
phonepe cab ride via bmtc,Transport
gold bees via hdfc payment,Investment
paid for tickets on hotstar,Entertainment
monthly pg accommodation,Rent
paid for 1mg dentist,Health
upi university certification fee,Education
paid for dinner tacos,Food
amazon gadget order,Shopping
cab ride via shell payment,Transport
phonepe lunch at haldirams,Food
paytm paid for bike taxi,Transport
vitamins at netmeds payment,Health
property tax for hp gas,Bills
invested in crypto,Investment
wazirx fd,Investment
shopping at westside,Shopping
creatine via myprotein payment,Fitness
phonepe shopping at nike,Shopping
upi hostel mess fee for coursera,Education
paid for upi charity donation,Others
hotel in bali via yatra payment,Travel
monthly wifi bill,Bills
upi upi to mcdonalds,Food
paid for swimming pool membership via anytime fitness,Fitness
phonepe icici direct stock market investment,Investment
upi office rent payment,Rent
upi thali from kfc,Food
paytm monthly hostel room rent,Rent
bought rice and dal from local kirana,Grocery
noodles from local bakery,Food
upi payment received from cognizant,Salary
paid for paid for yoga subscription,Fitness
paytm metro recharge via dtc,Transport
vitamins at 1mg,Health
decathlon tshirt payment,Shopping
phonepe unacademy workshop,Education
bought snacks from natures basket payment,Grocery
paid for upi app error,Others
trip to hyderabad payment,Travel
blinkit daily essentials,Grocery
upi swimming pool membership via anytime fitness,Fitness
paytm spencers eggs,Grocery
monthly hostel room rent,Rent
local tuition hostel mess fee payment,Education
paid missing cash,Others
phonepe upi transfer for pg accommodation,Rent
upi museum entry via inox,Entertainment
bought eggs from swiggy,Grocery
paid hostel mess fee,Education
bus ticket via indian oil,Transport
monthly security deposit,Rent
phonepe mseb postpaid bill,Bills
bought veggies from zepto payment,Grocery
phonepe paid apartment monthly rent,Rent
paid for airbnb flight to goa,Travel
paid for paid unknown upi transfer,Others
paid for trip to hyderabad,Travel
paytm swiggy milk,Grocery
phonepe monthly shop rent,Rent
phonepe invested in ipo application,Investment
upi upi upi app error,Others
healthians eye checkup,Health
zepto milk,Grocery
phonepe cognizant consulting fee,Salary
ola car diesel payment,Transport
paytm spotify subscription,Entertainment
nike order,Shopping
namma metro fastag recharge,Transport
paytm hotel in hyderabad via irctc,Travel
paid for gym trainer fee,Fitness
phonepe workshop for edx,Education
paytm indigo flight to delhi,Travel
paytm ppf contribution via binance,Investment
angel one stock market investment,Investment
cult fit protein powder order payment,Fitness
upi barbeque nation tacos,Food
paytm cricket match ticket via pvr,Entertainment
zomato chicken biryani,Food
sbi bonds payment,Investment
paytm upi app error,Others
trip to bali payment,Travel
bought monthly ration from local kirana payment,Grocery
reliance digital running shoes payment,Shopping
phonepe tickets on epic games,Entertainment
paid for bike taxi payment,Transport
paytm trip to delhi,Travel
paid for movie night booking via bookmyshow,Entertainment
upi upi petrol pump cash,Others
auto fare via namma metro payment,Transport
upi paid for pizza,Food
paid upi app error,Others
paid for charity donation,Others
accenture freelance salary payment,Salary
airbnb flight to dubai,Travel
paid for bought sports bra from meesho,Shopping
yoga subscription via nutrabay,Fitness
upi swiggy burger,Food
phonepe monthly gas booking,Bills
upi swiggy shawarma,Food
pizza from mcdonalds,Food
upi monthly property tax,Bills
paytm oyo flight to hyderabad,Travel
phonepe shopping at decathlon,Shopping
shop rent payment,Rent
upi transfer for flat rent payment,Rent
bmtc bus ticket,Transport
phonepe freelance salary payment from startup,Salary
upi train ticket dubai,Travel
paid for natures basket eggs,Grocery
paid for local tuition stationery,Education
local gym marathon registration,Fitness
paid for salary credited from client,Salary
bought monthly ration from natures basket payment,Grocery
paid for car diesel via dtc,Transport
decathlon laptop payment,Shopping
bowling via netflix payment,Entertainment
upi upi to cafe coffee day,Food
paid for received bonus,Salary
monthly gas booking,Bills
phonepe ipl ticket via hotstar,Entertainment
paytm airtel water bill,Bills
kuvera nifty 50,Investment
paytm monthly daily essentials,Grocery
kfc order,Food
bought sports bra from reliance digital payment,Shopping
paytm paid traffic challan,Others
upi dinner chole bhature,Food
phonepe dinner pastries,Food
fd via etmoney,Investment
upi paid dth recharge,Bills
paid for udemy exam registration fee,Education
paid for pizza,Food
paytm college exam registration fee,Education
concert tickets via steam,Entertainment
paid for monthly water bill,Bills
upi trip to pune,Travel
paid for clinic visit,Health
upi broadband recharge for bsnl,Bills
train ticket jaipur payment,Travel
pvr subscription,Entertainment
blinkit fruits payment,Grocery
paytm paid for doctor consultation,Health
paytm paid for concert tickets,Entertainment
phonepe bus ticket via dtc,Transport
paid for cult fit swimming pool membership,Fitness
hotel in pune via goibibo,Travel
upi bike petrol refill via delhi metro,Transport
paid lease agreement fee,Rent
tickets on bookmyshow,Entertainment
paid certification fee payment,Education
upi paid for bike petrol refill,Transport
phonepe auto fare via namma metro,Transport
paid for client freelance salary payment,Salary
binance mutual fund sip,Investment
paytm upi transfer for pg accommodation,Rent
upi hotel in delhi via ksrtc,Travel
shopping at meesho,Shopping
paid for pg accommodation payment,Rent
paid for swimming pool membership via local gym,Fitness
flat rent payment,Rent
paytm crypto via angel one,Investment
phonepe paid upi app error,Others
zepto snacks payment,Grocery
trip to bangalore,Travel
phonepe upi charity donation,Others
received payment received,Salary
paytm ppf contribution via zerodha,Investment
upi edx school bus fee,Education
paytm university certification fee,Education
upi shopping at ajio,Shopping
received bonus,Salary
paytm puma perfume,Shopping
mobile recharge for bwssb,Bills
upi startup project advance,Salary
phonepe act fibernet property tax,Bills
phonepe paid room maintenance,Rent
certification fee for school,Education
office commute via bharat petroleum,Transport
paytm uber office commute,Transport
max fashion order,Shopping
swiggy order,Food
startup project advance,Salary
upi upi transfer for room maintenance,Rent
redbus flight to hyderabad,Travel
local bakery order,Food
paytm paid for dentist,Health
air india flight to manali payment,Travel
upi kfc paneer butter masala,Food
paid for cab ride via indian oil,Transport
monthly water bill,Bills
cafe coffee day order,Food
udemy exam registration fee payment,Education
zumba classes via myprotein,Fitness
paytm paid loan repayment,Others
protein powder order,Fitness
bigbasket milk payment,Grocery
gas booking for jio,Bills
phonepe invested in ppf contribution,Investment
paytm bus ticket via rapido,Transport
paytm monthly milk,Grocery
paid for whey protein via local gym,Fitness
paid for nps via icici direct,Investment
paytm movies subscription,Entertainment
angel one ppf contribution,Investment
max hospital xray payment,Health
paytm paid for clinic visit,Health
paid for concert tickets payment,Entertainment
edx hostel mess fee payment,Education
upi zepto milk,Grocery
yatra flight to chennai,Travel
swiggy chicken biryani,Food
phonepe paid mobile recharge,Bills
paytm paid gas booking,Bills
flipkart order,Shopping
sandwich from cafe coffee day,Food
paid for h&m dress,Shopping
vistara flight to kerala payment,Travel
phonepe nayara bike petrol refill,Transport
byjus course,Education
cab ride via bmtc,Transport
upi ajio mobile cover,Shopping
monthly daily essentials payment,Grocery
paytm simplilearn books purchase,Education
paid for practo vitamins,Health
paytm vistara booking,Travel
paytm paid for coffee,Food
coffee from kfc payment,Food
paid for paid for xray,Health
practo surgical mask,Health
upi petrol pump cash,Others
invested in rd,Investment
paid for dentist at healthians,Health
paid petrol pump cash payment,Others
paid for dth recharge for bsnl,Bills
upi project advance from upwork,Salary
phonepe uber ride to airport via namma metro,Transport
paytm flipkart order,Shopping
paytm stipend from fiverr,Salary
bike petrol refill via nayara payment,Transport
upi dinner momos,Food
paytm paid for cab ride,Transport
paid for bought amazon gadget order from flipkart,Shopping
upi paid for chicken biryani,Food
upi puma mobile cover,Shopping
upi paid missing cash,Others
trip to goa,Travel
nifty 50 via kuvera,Investment
paid for train ticket chennai,Travel
paid for inox subscription,Entertainment
paid for traffic challan,Others
upi missing cash,Others
bought electronics from myntra,Shopping
uber fastag recharge,Transport
dinner tacos,Food
paid for hotel in bali via cleartrip,Travel
freelance salary payment from startup payment,Salary
upi bought bread from natures basket,Grocery
paid for thali payment,Food
upi paid upi app error,Others
phonepe golds gym fitness band,Fitness
pizzahut order payment,Food
phonepe flipkart jeans,Shopping
bought jeans from nike payment,Shopping
bwssb mobile recharge,Bills
medicines at srl diagnostics,Health
phonepe local kirana monthly ration,Grocery
dinner tea,Food
paid for irctc flight to goa,Travel
paid tuition fee,Education
paytm natures basket bread,Grocery
bharat gas broadband recharge payment,Bills
simplilearn college semester fee payment,Education
paid for unacademy workshop,Education
upi apartment monthly rent payment,Rent
paid gas booking,Bills
upi monthly veggies,Grocery
monthly mobile recharge payment,Bills
cult fit marathon registration,Fitness
ola metro recharge,Transport
paid for upi traffic challan,Others
croma electronics,Shopping
redbus booking payment,Travel
paid for train ticket kerala,Travel
paytm toll tax via dtc,Transport
upi paid unknown upi transfer,Others
upi agoda booking,Travel
bought running shoes from decathlon,Shopping
paid wifi bill,Bills
phonepe meesho order,Shopping
phonepe irctc flight to dubai,Travel
phonepe infosys payment received,Salary
bought eggs from zepto payment,Grocery
upi monthly groceries,Grocery
fastag recharge via bmtc,Transport
upi marathon registration via muscleblaze,Fitness
paid for indian oil bike petrol refill,Transport
upi tata power postpaid bill,Bills
client consulting fee,Salary
paid for shopping at croma,Shopping
paid for cult fit whey protein,Fitness
bmtc uber ride to airport,Transport
monthly cleaning supplies,Grocery
upi paid loan repayment,Others
mri scan at apollo pharmacy payment,Health
paid for udipi darshini chole bhature,Food
f45 marathon registration payment,Fitness
salary credited from accenture,Salary
paid charity donation,Others
bonds via zerodha,Investment
bought cleaning supplies from spencers,Grocery
paid for jio gas booking,Bills
upi electricity bill payment for bwssb,Bills
bwssb dth recharge,Bills
upi cleartrip flight to bali,Travel
paytm swimming pool membership via f45,Fitness
paid for natures basket monthly ration,Grocery
rd via upstox,Investment
hostel room rent,Rent
phonepe shopping at lifestyle,Shopping
college semester fee for byjus payment,Education
upi barbeque nation order,Food
tickets on netflix payment,Entertainment
pg accommodation payment payment,Rent
school workshop,Education
oyo flight to pune payment,Travel
upi air india booking,Travel
paid for fine payment,Others
paid for badminton court booking,Fitness
paid for monthly society maintenance,Rent
paid for auto fare,Transport
phonepe blusmart fastag recharge,Transport
phonepe dinner tea,Food
phonepe upi fine payment,Others
upi upi charity donation,Others
bought electronics from nike,Shopping
upi vistara booking,Travel
phonepe binance ppf contribution,Investment
air india flight to hyderabad,Travel
payment received from tcs,Salary
paid for steam subscription,Entertainment
paid for monthly snacks,Grocery
phonepe anytime fitness fitness band,Fitness
phonepe college semester fee for coursera,Education
phonepe paid unknown upi transfer,Others
upi max fashion watch,Shopping
dinner chole bhature,Food
upi paid for museum entry,Entertainment
paytm monthly broadband recharge,Bills
paytm protein powder order via nutrabay,Fitness
coursera school bus fee payment,Education
paid for eye checkup at apollo pharmacy,Health
paytm hospital bill at medplus,Health
paid for hotel in mumbai via airbnb,Travel
flipkart smartwatch,Shopping
paytm yatra flight to dubai,Travel
paid for movie night booking payment,Entertainment
paid books purchase,Education
medicines at apollo pharmacy,Health
paytm monthly wifi bill,Bills
exam registration fee for byjus,Education
monthly flat rent,Rent
upi received freelance salary payment,Salary
phonepe paid workshop,Education
bought bread from instamart,Grocery
phonepe accenture project advance,Salary
paid for metro recharge payment,Transport
hostel mess fee for university,Education
binance nifty 50,Investment
school hostel mess fee payment,Education
phonepe shop rent payment,Rent
paytm starbucks order,Food
medplus hospital bill,Health
upi tickets on netflix,Entertainment
upi paid gift for friend,Others
gym trainer fee via nutrabay payment,Fitness
paytm paid for fastag recharge,Transport
monthly fruits payment,Grocery
lunch at pizzahut,Food
phonepe paid for medicines,Health
youtube premium subscription,Entertainment
upi hotstar subscription,Entertainment
theme park via epic games payment,Entertainment
client neft from employer,Salary
upi workshop for byjus,Education
water bill for vi payment,Bills
phonepe upi transfer for apartment monthly rent,Rent
upi temple donation,Others
phonepe missing cash,Others
hostel mess fee for unacademy payment,Education
epic games subscription,Entertainment
phonepe tickets on hotstar,Entertainment
phonepe room maintenance payment,Rent
paid for invested in stock market investment,Investment
bike taxi via blusmart,Transport
paytm paid for badminton court booking,Fitness
upi yoga subscription via myprotein,Fitness
upi flipkart sneakers,Shopping
paid for upi to haldirams,Food
udipi darshini paneer butter masala,Food
paytm upi transfer for office rent,Rent
westside running shoes payment,Shopping
lunch at haldirams,Food
paid society maintenance payment,Rent
simplilearn exam registration fee payment,Education
paid for paid for office commute,Transport
paid for upi upi app error,Others
upi apollo pharmacy surgical mask,Health
phonepe paid exam registration fee,Education
hotel in bali via oyo,Travel
upi electricity bill payment for jio,Bills
bonds via coin,Investment
paytm monthly electricity bill payment,Bills
myprotein gym trainer fee,Fitness
paytm upi unknown upi transfer,Others
paytm unacademy school bus fee,Education
paytm received project advance,Salary
paytm dtc uber ride to airport,Transport
paid for bought groceries from zepto,Grocery
received neft from employer payment,Salary
upi coursera school bus fee,Education
upi consulting fee from wipro,Salary
paytm paid for creatine,Fitness
paytm paid for marathon registration,Fitness
upi invested in ipo application,Investment
paid for surgical mask payment,Health
paytm upwork stipend,Salary
paytm bowling via spotify,Entertainment
paytm bought sports bra from decathlon,Shopping
trip to delhi,Travel
paid for reliance digital order,Shopping
monthly apartment monthly rent payment,Rent
paid for hospital bill at pharmeasy,Health
paid for cab ride,Transport
books purchase for school,Education
medplus dentist,Health
bought eggs from natures basket,Grocery
paid for 1mg health checkup,Health
paid for netmeds medicines,Health
upi fiverr stipend,Salary
paid for paid room maintenance,Rent
paytm paid for music festival,Entertainment
upi mcdonalds order,Food
office rent payment,Rent
paid for paid for standup comedy,Entertainment
phonepe bought electronics from meesho,Shopping
upi monthly society maintenance,Rent
upi redbus flight to singapore,Travel
paid for tacos payment,Food
goibibo flight to manali,Travel
upi cult fit yoga subscription,Fitness
paid for zumba classes,Fitness
paytm upi transfer for room maintenance,Rent
hotel in kerala via cleartrip,Travel
paid books purchase payment,Education
paytm monthly apartment monthly rent,Rent
phonepe pocket money,Others
monthly electricity bill payment,Bills
bought snacks from zepto,Grocery
paytm paid workshop,Education
phonepe cash withdrawal,Others
phonepe cricket match ticket via pvr,Entertainment
upi pg accommodation payment,Rent
salary credited from startup,Salary
momos from mcdonalds,Food
paytm paid for whey protein,Fitness
upi monthly fruits,Grocery
paid for healthkart creatine,Fitness
phonepe netflix subscription,Entertainment
received stipend,Salary
paytm pharmeasy xray,Health
local gym creatine payment,Fitness
phonepe charity donation,Others
shopping at westside payment,Shopping
paid for shopping at zara,Shopping
upi indane mobile recharge,Bills
fiverr freelance salary payment,Salary
ppf contribution via binance,Investment
paid for museum entry via pvr,Entertainment
shopping at h&m,Shopping
paytm lunch at pizzahut,Food
paid for adani electricity electricity bill payment,Bills
paytm gold bees via upstox,Investment
phonepe upi transfer for shop rent,Rent
paytm paid for sandwich,Food
upi spencers cleaning supplies,Grocery
myntra laptop,Shopping
etmoney bonds,Investment
udipi darshini thali,Food
paid for trip to chennai,Travel
paid for hospital bill,Health
upi fortis eye checkup,Health
paid for infosys stipend,Salary
upi transfer for security deposit payment,Rent
upi monthly apartment monthly rent,Rent
paid for society maintenance payment,Rent
salary credited from tcs,Salary
paid for bus ticket via indian oil,Transport
paytm invested in rd,Investment
phonepe tickets on sony liv,Entertainment
upi golds gym gym trainer fee,Fitness
paid for bowling via epic games,Entertainment
bescom wifi bill,Bills
cult fit fitness band,Fitness
invested in ipo application payment,Investment
trip to jaipur payment,Travel
phonepe paid water bill,Bills
books purchase for simplilearn payment,Education
paytm paid for health checkup,Health
paid for hostel room rent payment,Rent
sbi ipo application,Investment
phonepe fd via etmoney,Investment
upi bought bread from dmart,Grocery
goibibo booking,Travel
upi upi transfer for hostel room rent,Rent
edx certification fee payment,Education
paytm gold bees via coin,Investment
property tax for mseb payment,Bills
paytm healthkart zumba classes,Fitness
phonepe paid certification fee,Education
paid for car diesel,Transport
tickets on inox,Entertainment
hdfc gold bees,Investment
paid for monthly fruits,Grocery
pharmeasy clinic visit payment,Health
paid for paid for blood test,Health
uber ride to airport via bharat petroleum,Transport
paytm tickets on hotstar,Entertainment
paytm ppf contribution via coin,Investment
empire restaurant order,Food
upi transfer for room maintenance payment,Rent
paid for wifi bill for jio,Bills
infosys project advance payment,Salary
phonepe ajio order,Shopping
upi paid college semester fee,Education
upi tickets on inox,Entertainment
dth recharge for mseb,Bills
paytm mcgm wifi bill,Bills
upi 1mg dentist,Health
surgical mask at lal path labs,Health
monthly property tax,Bills
bought jeans from ajio,Shopping
paytm nayara fastag recharge,Transport
ppf contribution via icici direct,Investment
phonepe paid for eye checkup,Health
missing cash,Others
phonepe apollo pharmacy mri scan,Health
shop rent payment payment,Rent
paytm lunch at cafe coffee day,Food
phonepe tata cliq smartwatch,Shopping
office commute via dtc,Transport
pocket money payment,Others
upi paid for hospital bill,Health
upi upi traffic challan,Others
phonepe paid for movie night booking,Entertainment
paytm dominos sandwich,Food
upi croma order,Shopping
upi paid for bike taxi,Transport
bike petrol refill via delhi metro,Transport
phonepe paid hostel room rent,Rent
phonepe bought jeans from myntra,Shopping
upi hotel in goa via irctc,Travel
paid for train ticket hyderabad,Travel
sushi from haldirams,Food
theme park via amazon prime,Entertainment
paytm paid for standup comedy,Entertainment
nike sneakers payment,Shopping
stationery for local tuition,Education
local chemist hospital bill payment,Health
dominos momos payment,Food
freelance salary payment from infosys,Salary
fitness band via healthkart,Fitness
surgical mask at apollo pharmacy payment,Health
tickets on epic games payment,Entertainment
paid for bought electronics from croma,Shopping
paytm invested in gold bees,Investment
paid for paid for protein powder order,Fitness
paid for gym trainer fee via f45,Fitness
paid for blinkit rice and dal,Grocery
upi paid for physiotherapy,Health
dth recharge for mcgm payment,Bills
phonepe lunch at empire restaurant,Food
paid for paid for theme park,Entertainment
paid for upi fine payment,Others
paid for upi missing cash,Others
concert tickets via hotstar payment,Entertainment
medplus health checkup,Health
healthians health checkup,Health
paid for loan repayment,Others
paid for tickets on epic games,Entertainment
upi train ticket kerala,Travel
upi muscleblaze zumba classes,Fitness
phonepe dinner burger,Food
paid for westside amazon gadget order,Shopping
zomato order,Food
paid for paid shop rent,Rent
bharat gas mobile recharge payment,Bills
auto fare via rapido,Transport
tickets on amazon prime,Entertainment
paid loan repayment payment,Others
phonepe upi missing cash,Others
paid for monthly property tax,Bills
paid for invested in crypto,Investment
upi monthly office rent,Rent
upi hotel in chennai via vistara,Travel
upi bought smartwatch from myntra,Shopping
salary credited from client payment,Salary
upi dinner pizza,Food
stock market investment via sbi,Investment
upi ajio laptop,Shopping
paytm apartment monthly rent payment,Rent
upi hostel mess fee for edx,Education
paid for monthly postpaid bill,Bills
groww nifty 50,Investment
paid for paid petrol pump cash,Others
bought daily essentials from spencers,Grocery
paid for paneer butter masala from starbucks,Food
upi transfer for security deposit,Rent
upi monthly daily essentials,Grocery
paid for museum entry,Entertainment
paytm paid apartment monthly rent,Rent
paid for noodles,Food
paytm paid for hospital bill,Health
upi sony liv subscription,Entertainment
paytm shopping at amazon,Shopping
phonepe bought laptop from flipkart,Shopping
upi upi to barbeque nation,Food
train ticket manali,Travel
upi bike taxi via dtc,Transport
upi doctor consultation at healthians,Health
paytm monthly society maintenance,Rent
phonepe upi transfer for room maintenance,Rent
health checkup at apollo pharmacy payment,Health
phonepe paid for fitness band,Fitness
upi stationery for edx,Education
paytm paid for masala dosa,Food
monthly flat rent payment,Rent
mcgm water bill,Bills
phonepe reliance digital mobile cover,Shopping
office commute via delhi metro payment,Transport
phonepe upi transfer for hostel room rent,Rent
paytm salary credited from infosys,Salary
upi movie night booking via steam,Entertainment
phonepe zumba classes via muscleblaze,Fitness
upi shopping at tata cliq,Shopping
hotel in chennai via air india payment,Travel
bought veggies from local kirana,Grocery
sbi stock market investment,Investment
upi fastag recharge via indian oil,Transport
monthly shop rent,Rent
upi cult fit marathon registration,Fitness
upi blinkit daily essentials,Grocery
upi sbi mutual fund sip,Investment
practo health checkup,Health
paid for monthly dth recharge,Bills
paid for paid for music festival,Entertainment
paid for paid lease agreement fee,Rent
upi westside order,Shopping
rapido fastag recharge payment,Transport
paid for school bus fee for university,Education
paid for dentist,Health
infosys consulting fee,Salary
upi paid for toll tax,Transport
upi stipend from accenture,Salary
upi transfer for flat rent,Rent
hostel mess fee for school,Education
phonepe hostel room rent payment,Rent
upi invested in mutual fund sip,Investment
paytm mcdonalds masala dosa,Food
mutual fund sip via zerodha payment,Investment
paytm paytm movies subscription,Entertainment
upi flat rent payment,Rent
upi steam subscription,Entertainment
paid charity donation payment,Others
paid fine payment,Others
cult fit badminton court booking,Fitness
sushi from local bakery,Food
upi security deposit payment,Rent
phonepe hotel in jaipur via redbus,Travel
paid for sandwich,Food
infosys salary credited payment,Salary
paytm wipro project advance,Salary
invested in nps,Investment
paid property tax payment,Bills
paytm shopping at max fashion,Shopping
phonepe angel one ipo application,Investment
bought daily essentials from instamart payment,Grocery
paid for bought cleaning supplies from instamart,Grocery
paid for monthly wifi bill,Bills
hospital bill at medplus,Health
paid for paid for fitness band,Fitness
paytm hdfc gold bees,Investment
bigbasket bread payment,Grocery
phonepe lease agreement fee payment,Rent
phonepe indane mobile recharge,Bills
phonepe anytime fitness gym trainer fee,Fitness
upi university exam registration fee,Education
monthly monthly ration,Grocery
paid for music festival payment,Entertainment
monthly room maintenance,Rent
shopping at ajio payment,Shopping
upi healthkart swimming pool membership,Fitness
paid for toll tax via rapido,Transport
paytm invested in fd,Investment
paytm trip to singapore,Travel
kuvera ipo application,Investment
paid for consulting fee from fiverr,Salary
instamart fruits payment,Grocery
paytm paid unknown upi transfer,Others
paid for paid for fastag recharge,Transport
paid for paid missing cash,Others
amazon perfume,Shopping
phonepe marathon registration via cult fit,Fitness
upi room maintenance payment,Rent
upi paid temple donation,Others
paid for paid wifi bill,Bills
paid temple donation,Others
stock market investment via upstox payment,Investment
paid for upi to local bakery,Food
payment received from cognizant payment,Salary
phonepe upi traffic challan,Others
upi paid course,Education
paid for cab ride payment,Transport
paid apartment monthly rent payment,Rent
bought sneakers from reliance digital payment,Shopping
paid for ppf contribution via icici direct,Investment
paid for indian oil uber ride to airport,Transport
paytm dinner sandwich,Food
mri scan at medplus,Health
upi bought sports bra from meesho,Shopping
paytm spencers cleaning supplies,Grocery
phonepe upi unknown upi transfer,Others
kfc order payment,Food
upi fitness band via golds gym,Fitness
phonepe hotel in chennai via airbnb,Travel
bought running shoes from myntra payment,Shopping
gas booking for vi payment,Bills
lunch at dominos,Food
hotel in singapore via airbnb payment,Travel
paid for standup comedy via paytm movies,Entertainment
f45 marathon registration,Fitness
cognizant freelance salary payment payment,Salary
paid for wazirx bonds,Investment
phonepe hdfc ppf contribution,Investment
sbi mutual fund sip,Investment
paid for upi transfer for office rent,Rent
paytm practo mri scan,Health
etmoney mutual fund sip,Investment
paid for metro recharge via indian oil,Transport
invested in mutual fund sip,Investment
ipl ticket via pvr,Entertainment
upi cognizant consulting fee,Salary
paid for cult fit yoga subscription,Fitness
croma order,Shopping
paid for tea,Food
paid for natures basket fruits,Grocery
lifestyle laptop,Shopping
upi invested in stock market investment,Investment
school books purchase payment,Education
upi transfer for society maintenance payment,Rent
paid for paid for bike taxi,Transport
bonus from startup payment,Salary
phonepe upi loan repayment,Others
srl diagnostics physiotherapy,Health
phonepe society maintenance payment,Rent
paytm invested in bonds,Investment
phonepe upi temple donation,Others
shopping at amazon payment,Shopping
bought headphones from reliance digital,Shopping
byjus hostel mess fee payment,Education
paid for agoda booking,Travel
bought smartwatch from max fashion payment,Shopping
received freelance salary payment payment,Salary
phonepe fiverr bonus,Salary
upi shopping at decathlon,Shopping
paid for paid hostel mess fee,Education
crypto via upstox,Investment
paytm steam subscription,Entertainment
paid for coursera stationery,Education
paid for received salary credited,Salary
stipend from freelance,Salary
paid for f45 whey protein,Fitness
paid for wipro salary credited,Salary
monthly bread,Grocery
paytm neft from employer from upwork,Salary
paid for nifty 50 via coin,Investment
coursera workshop payment,Education
upi paid hostel room rent,Rent
paid for monthly security deposit,Rent
zerodha gold bees,Investment
hospital bill at apollo pharmacy,Health
paid for bought electronics from lifestyle,Shopping
paid for fiverr stipend,Salary
monthly office rent,Rent
paid for monthly apartment monthly rent,Rent
paid for paid temple donation,Others
upi invested in gold bees,Investment
upi practo mri scan,Health
paid for bmtc fastag recharge,Transport
health checkup at apollo pharmacy,Health
postpaid bill for bharat gas,Bills
paytm invested in stock market investment,Investment
paid for paid society maintenance,Rent
namma metro uber ride to airport payment,Transport
fd via angel one,Investment
phonepe upi upi app error,Others
upi to zomato,Food
medplus physiotherapy payment,Health
tata power wifi bill payment,Bills
phonepe tickets on bookmyshow,Entertainment
upi received payment received,Salary
upi upi loan repayment,Others
practo dentist,Health
irctc flight to singapore,Travel
ksrtc flight to jaipur payment,Travel
phonepe movie night booking via inox,Entertainment
train ticket bangalore payment,Travel
phonepe security deposit payment,Rent
healthians blood test,Health
infosys freelance salary payment payment,Salary
paid for lease agreement fee payment,Rent
paid for standup comedy,Entertainment
upi received bonus,Salary
phonepe paid pocket money,Others
reliance fresh rice and dal payment,Grocery
paid for music festival via bookmyshow,Entertainment
upi coin fd,Investment
upi hpcl toll tax,Transport
indane broadband recharge payment,Bills
amazon order payment,Shopping
upi upi app error,Others
paid for trip to jaipur,Travel
paid for zepto rice and dal,Grocery
paytm blinkit milk,Grocery
yoga subscription via anytime fitness,Fitness
paid for invested in ppf contribution,Investment
paytm hotel in manali via indigo,Travel
paid for nutrabay swimming pool membership,Fitness
paytm gas booking for bescom,Bills
invested in nps payment,Investment
train ticket mumbai,Travel
paid for paid security deposit,Rent
upi freelance project advance,Salary
upi paid for xray,Health
paid for salary credited from upwork,Salary
paid for upi transfer for security deposit,Rent
paytm dmart fruits,Grocery
eye checkup at lal path labs,Health
paytm tuition fee for edx,Education
nayara auto fare payment,Transport
lunch at empire restaurant payment,Food
upi zepto rice and dal,Grocery
upi paid for dentist,Health
upi mobile recharge for bwssb,Bills
upi hotel in mumbai via goibibo,Travel
upi protein powder order via nutrabay,Fitness
phonepe shopping at meesho,Shopping
upi creatine via myprotein,Fitness
shopping at h&m payment,Shopping
paid for pharmeasy xray,Health
upi tickets on paytm movies,Entertainment
hotel in hyderabad via cleartrip,Travel
myprotein creatine,Fitness
upi netmeds physiotherapy,Health
edx tuition fee,Education
paid postpaid bill,Bills
paytm bookmyshow subscription,Entertainment
protein powder order via anytime fitness,Fitness
phonepe concert tickets via inox,Entertainment
upi upi temple donation,Others
upi ksrtc flight to delhi,Travel
paid for pizzahut order,Food
consulting fee from freelance,Salary
nayara metro recharge,Transport
shopping at lifestyle,Shopping
phonepe stipend from startup,Salary
upi paid for vitamins,Health
upi transfer for hostel room rent payment,Rent
upi paid for health checkup,Health
paid for tcs project advance,Salary
upi missing cash payment,Others
phonepe protein powder order via cult fit,Fitness
paytm lunch at zomato,Food
phonepe ajio dress,Shopping
bike petrol refill via dtc payment,Transport
received freelance salary payment,Salary
paid for edx certification fee,Education
bought veggies from instamart payment,Grocery
certification fee for udemy payment,Education
paytm security deposit payment,Rent
paid for spencers groceries,Grocery
train ticket goa,Travel
upi local kirana milk,Grocery
upi paid for creatine,Fitness
upi nike headphones,Shopping
upi paid for office commute,Transport
paid for unacademy stationery,Education
gym trainer fee via nutrabay,Fitness
natures basket groceries,Grocery
paid for shopping at nike,Shopping
stipend from fiverr,Salary
tuition fee for unacademy,Education
upi petrol pump cash payment,Others
paid electricity bill payment,Bills
paid for shop rent payment,Rent
upi paid for sandwich,Food
upi fine payment payment,Others
ipl ticket via epic games,Entertainment
upi monthly hostel room rent,Rent
paytm bought rice and dal from star bazaar,Grocery
paid for paid for toll tax,Transport
mri scan at netmeds payment,Health
paytm postpaid bill for hp gas,Bills
meesho order,Shopping
gym trainer fee via local gym payment,Fitness
paid for paid for masala dosa,Food
paid for monthly broadband recharge,Bills
paid for paid for vitamins,Health
paid for cult fit gym trainer fee,Fitness
paytm movie night booking via epic games,Entertainment
paid for paid course,Education
paid for indian oil bike taxi,Transport
paytm payment received from startup,Salary
paid for gym trainer fee payment,Fitness
phonepe bought amazon gadget order from tata cliq,Shopping
invested in crypto payment,Investment
